clean_description,true_id,true_country,predicted_id,predicted_country,confidence,true_class_probability,correct
dark color and aroma the nose start out sulfuric and gassy but settle rubber and earthy black fruit the mouth there poking prod acidity and basic flavor blackberry herbal tea and leather grabby the finish with mild acidic scour,0,Argentina,6,Chile,0.999782,1.1748053e-06,False
solid structured and tannic this wine with potential mineral texture underline the ripe juicy fruit and berry flavor rich and deliciously fruity while also structure,27,Portugal,11,France,0.9997814,0.00021445844,False
this brilliant straw color chardonnay have aroma lemon blossom and green apple the palate smooth and clean with flavor lemon curd and baked apple,30,Slovenia,4,Bulgaria,0.99977857,1.1605893e-05,False
this firm with almost burn toast flavor pack with fruit and dominate woody tannin give least two year soften,27,Portugal,11,France,0.9997774,0.00022108252,False
this cab blend prove that hungarian red become more contender global level enticing wave pepper and woode spice the nose roll into flavor juicy red fruit pepper raspberry and wood the tongue the structure solid but elegant though the wine can age good drink now balanced and stylish overall,15,Hungary,31,South Africa,0.99977726,2.7207775e-06,False
the attack this wine soft and ripe but finish quite dry blend grenache syrah tannat and cinsault rich and softly tannic suggesting pairing with beef game,35,US,11,France,0.9997768,0.0001558018,False
the wine veer between richness and severely tannic character have dense texture and black plum flavor these contrast the dry dark chocolate structure and tannin that show too much extraction the wine could come together which will take time drink from 2017,27,Portugal,11,France,0.9997726,0.00011664594,False
this gorgeous wine full ripe fruit which balance with solid tannin produe complex densely structured wine show promise for the long term,11,France,27,Portugal,0.99976796,0.00021652108,False
light fresh and fruity produce from organic grape this have some attractive berry fruit although feel dilute there some dryness the finish,27,Portugal,11,France,0.99976677,0.00021226874,False
this smooth and creamy wood aged wine bring touch spice its rich and perfume character ripe and round this wine have apricot and sweet pear flavor,11,France,27,Portugal,0.99976665,0.00023277257,False
flowery the nose with hint grass green melon and mustard seed the tangy crystal clean palate load with orange tangerine nectarine and apricot the long flavorful finish feature citrus pith lime and mineral you want combination complexity and forwardness this your wine,25,New Zealand,32,Spain,0.99976665,2.92664e-05,False
woody the nose with aroma tree bark pepper cola and black fruit the palate tight but under control with spice black plum and herbal berry flavor toasty and healthy the finish but also slightly bitter tasting with zesty last acidity,0,Argentina,6,Chile,0.9997663,4.60873e-07,False
the nose juicy plum promise ripe fruit the palate follow with generous softness there ease this light body and lot freshness enjoy while aroma their peak,11,France,2,Austria,0.9997652,0.00013788418,False
bold ripe and fruity this young wine that will ready drink soon have blackberry note lace with bright acidity balance the rich palate already delicious and approachable this generous wine with fresh aftertaste,27,Portugal,11,France,0.9997595,0.00019692843,False
this wine delicious with its fresh concentrated blueberry and raspberry flavor and the ripe tannin the wine have dark and tannic element although this well integrate into its beautiful layer fruit,27,Portugal,11,France,0.9997571,0.00015963796,False
this ripe lemon and orange zest drive wine have lightly mineral texture that give structure well cool feel delicious wine already but will well late 2014,27,Portugal,11,France,0.9997503,0.0002490205,False
this wine fresh fruity and crisp have delicious young citrus flavor that burst with energy and life aromatic and texture with mineral hint this delicious refresh wine drink now,27,Portugal,11,France,0.9997484,4.6936646e-05,False
while bountiful ripe plush nectarine peach and melon this medium sweet riesle off set its sunny side with dazzle acidity light its foot yet deeply penetrate effortless people pleaser offer balance and satisfaction,35,US,13,Germany,0.99974257,0.00025559284,False
smoke and slate extend from nose finish this intensely mineral dry riesling the palate flavor pristine white grapefruit and waxy lemon penetrate deeply finish long with brace crush lime and salt,35,US,13,Germany,0.99974185,0.00025780717,False
gritty waxy aromas pithy citrus and vanilla feed into fleshy palate with brace acidity light mild flavor papaya and pear finish simple and short with stone fruit note along with cantaloupe and peach flavor,0,Argentina,32,Spain,0.9997415,0.00014948472,False
jammy dark aromas form good opening and there blueberry and rubbery note well the mouthfeel entirely full and chunky with grabby tannin support the spicy core flavor licorice blackberry pepper and espresso oaky toasty and touch hot the finish,6,Chile,0,Argentina,0.9997396,7.2725794e-05,False
coldstream hill well know for its chardonnay and pinot noir than its sauvignon blanc but this solid effort medium body with simple grapefruit and pineapple flavor and crisp clean finish,1,Australia,25,New Zealand,0.99973243,0.00022010006,False
fragrant yellow and purple flower the nose and palate this medium sweet riesling add subtle perfume all the ripe luscious white peach and nectarine flavor hint wet stone and lime like acidity lend crisp tonic tone the midpalate extend onto the long linger finish,35,US,13,Germany,0.9997322,0.0002663416,False
this rich wood ferment and aged wine very ripe aromatic and smoothly texture the terroir reveal itself mineral edge from the chalk soil that also come into play the tight acidity full the mouth ready drink now but will well from 2016,11,France,27,Portugal,0.9997317,0.00026824462,False
the nose the red berry aroma rough and scratchy the palate feel acidic and clip with tart flavor red plum cranberry and pie cherry the finish long and acidic,0,Argentina,32,Spain,0.99973005,0.00016030656,False
like oak yes then this the vacqueyra for you there ample fruit weight support the lush lashing toast coconut and luxurious vanilla note and pull they through long velvety texture finish drink now 2018,11,France,25,New Zealand,0.99972695,0.00014053813,False
wine with mint and black fruit that have produce drunk young the tannin light enough give structure the fruit and acidity fruity spicy wine that will ready drink 2015,11,France,27,Portugal,0.99972624,0.00027364623,False
the fresh apple that also rich and texture mark this wine which also pack with totally tangy citrus while also have some weight delicious style wine for food screwcap,2,Austria,11,France,0.99972516,3.0329631e-05,False
hint crushed stone lend mineral focus this dry elegantly structured wine piercingly tart the palate with load fresh lime and lemon flavor but gain richness the midpalate with streak fresh apple and crisp yellow peach hint saffron add spice the moderately long finish,35,US,13,Germany,0.99972445,0.00026527562,False
this blackberry flavor wine have ripe tannin and soft texture present warm feeling temper its fresher acidity and stalky aftertaste drink from late 2015,27,Portugal,11,France,0.9997073,0.00028791357,False
this toasty oaky version pinot noir load with cedar vanilla and wood derive tannin yet there enough cherry fruit provide ample support and delicate herbal shading peer through the bright concentrated finish drink now through 2020,1,Australia,25,New Zealand,0.9997042,8.528651e-06,False
this soft fruity wine with stalky blackberry fruit like many wine from the tejo region have light structure that build around easygoing fruitiness drink now,27,Portugal,11,France,0.99970347,0.00028265573,False
dark colored wine reveal wood aging both aromatically and taste that say also have great weight powerful and complex wine with its coffee dry fruit and black plum flavor impressive solid wine that deserve least seven year age,11,France,27,Portugal,0.9997023,0.00029591707,False
slightly herbal earthy tone the nose dissipate reveal fresher grapefruit and lemon the palate pierce acidity and bristle texture make for invigorate sip drink now through 2019,35,US,13,Germany,0.9997008,0.0002824844,False
spicy and green first with aromatic resemblance salsa and bell pepper the mouth that bell pepper character never away but with time become more subdued powerful berry fruit and chocolate come strong the finish however hard nail courtesy fierce tannin thus affinity for tannin require get much from this unusual wine,35,US,6,Chile,0.9996983,1.0852309e-05,False
low intensity apple and pear aroma lead tight high acid mouth severe flavor lemon and lime fairly sour long direct finish linear and shearing,0,Argentina,32,Spain,0.99969625,0.00019614378,False
this perfumed juicy wine have attractive red berry fruit and touch black currant still young the wine still shoot through with tannin and firm structure this will soften over the next year give fruity smooth wine drink from 2018,11,France,27,Portugal,0.9996947,0.00030502354,False
complex from start finish begin with aroma smoke kumquat and grill pear and end cleanly with tart pineapple note the texture compelling mix gravel and custard yet the wine never seem heavy,25,New Zealand,35,US,0.9996934,5.4423075e-05,False
there subtle hint toasted brioche the ripe peach and baked apple core this medium bodied wine ample acidity keep the palate fresh while accent citrus rind peach pit and bake spice carry through the close,11,France,31,South Africa,0.9996921,0.00029931226,False
ripe and fresh this soft raspberry and red berry flavor wine have richness light tannin and generous full bodied juiciness there slight astringency the finish,27,Portugal,11,France,0.9996917,0.00030174258,False
smooth and creamy this rounded wine that soft texture good bite lemon juice acidity add balance and attractive fruitiness finish very clean and fragrant screwcap,2,Austria,11,France,0.9996915,0.00013410393,False
smooth and creamy this rounded wine that soft texture good bite lemon juice acidity add balance and attractive fruitiness finish very clean and fragrant screwcap,2,Austria,11,France,0.9996915,0.00013410393,False
name after the french soldier who serve under george washington this attractive upright wine acidity and fresh cherry come through strongly along with dry layer tannin likely age least few more month drink from 2016,11,France,27,Portugal,0.99968946,0.00030209057,False
attempt ramp thing rutini have wine that load with candy black fruit tire rubber and distinct green streak the palate all blueberry and sweetness but short green and terribly basic and the feel and finish narrow and scratchy respectively not one rutini well effort,0,Argentina,6,Chile,0.9996886,1.9353582e-05,False
funky lean wine that all over the place the nose fiery with cardamom and note sweet pepper and candy berry feel clampy but juicy with flavor cumin cardamom sour plum and raspberry finish acidic,32,Spain,0,Argentina,0.9996848,0.00025870936,False
paxis warm earthy wine pack with ripe soft and forward fruit have structure that could allow the wine age but there need its fruitiness make ready drink now,27,Portugal,11,France,0.9996803,0.00031766648,False
big warm style chard the nose soft toasty and load with butter bake apple and vanilla aroma feel full round and creamy while oak sit the forefront the flavor profile with toast apple and vanilla lurk behind finish sweet and smooth 400 case make,0,Argentina,32,Spain,0.9996799,0.00011101872,False
snappy aroma briny citrus fruit jalape and bell pepper leave doubt that this leyda sauv blanc the palate minerally and crisp with juicy acidity flavor lime pickle brine gooseberry and wet stone finish elegant and pure with cleanse acidity,6,Chile,32,Spain,0.9996784,0.00030517392,False
this beautifully ripe and perfume pack with richness the form sweet berry and touch spice already gorgeous wine its ripeness lift the acidity and give shape the tannic structure this powerful wine show great age potential,27,Portugal,11,France,0.9996755,0.00031189088,False
this bright bold blend tannat and merlot direct the nose with lemony oak pencil lead and berry aroma full weighty warm wine with flavor blackberry cassis and chocolate ting with citrus oaky note with licorice flavor and heat drive the finish,37,Uruguay,6,Chile,0.9996712,0.00024217446,False
with its richness and complex wood and spice character this ageworthy wine have weight and concentration with series flavor that deep into the powerful interior tropical fruit note balance with the wine herbal edge,2,Austria,11,France,0.9996681,0.00030861236,False
crisp stony lightly herbal plum aroma moderately smoky this feel flush and pleasant with full body and flavor plum cassis and tomato sauce control compose finish benefit from last acidity,0,Argentina,32,Spain,0.9996499,1.8647955e-06,False
tense and tannic very dry initially before open show its rich blackberry and plum flavor the structure impressive with wood spice layer with tight fruit tannin worth age for year,27,Portugal,11,France,0.999647,2.4648412e-05,False
often use make austrian sweet wine muskat ottonel here off dry wine the wine bring out the perfumed character the grape simple full and ripe wine that have rough edge screwcap,2,Austria,27,Portugal,0.9996438,0.00019690619,False
ripe rugged leathery berry and plum aroma set tight rubbery palate this taste good albeit different than your average malbec bit citrusy with orange peel and reedy cherry and plum note the finish this clamp down with tannic grip,6,Chile,0,Argentina,0.99963486,6.3196635e-06,False
light softly sparkle wine its apple flavor lace with citric acidity there yeasty edge some bitter almond and final zing not for age,11,France,27,Portugal,0.99963284,0.00033217878,False
very clean smooth and invite every piece place and the wine flow from nose palate finish with ease and comfort flavor black cherry cassis and blackberry creamy and deep with hint vanilla sweetness and oak warm and chewy well cabernet sauvignon with cab franc drink now,0,Argentina,6,Chile,0.99962986,0.00027119915,False
the previous two year not find this wine worthy rating this time rate but note that almost red wine make from cabernet sauvignon sweet smelling with fiery plum skin flavor that evaporate along with the mouthfeel leave burn patch the finish particular the max,32,Spain,0,Argentina,0.9996269,1.4763068e-05,False
while this wine dry its warm strawberry fruit round out its character with softness lemon sherbet acidity give another touch almost sweetness drink now,27,Portugal,11,France,0.9996263,0.00012574153,False
pleasant apple peach and melon aromas show coastal base saline side note the mouth this chardonnay tight crisp and focus pointed acidity flavor melon papaya and salt finish tangy and fresh something that normal for the aconcagua coast,6,Chile,32,Spain,0.99962115,0.00029717042,False
finely ripe wine full yellow fruit and spice with baked apple character that give the wine extra richness the fruit right front finish with light pepper,27,Portugal,11,France,0.9996201,0.00035151842,False
this wine offer citrus orange grapefruit and spice the nose the palate sweet array apricot tropical fruit and some lemon buoy its minerality lusher style gew rtz that will pair well with spicy cuisine think indian curry,35,US,14,Greece,0.99961746,0.00023619065,False
the name gemischter satz mean field blend grape often old and rare variety austrian tradition the wine light fresh and crisp with just slight prickle the tongue there creamy character lie well with the spicy element screwcap,2,Austria,27,Portugal,0.9996138,0.00036187263,False
sign the time that wine from supposedly cool loire can have percent alcohol the wine handle well with its solid tannin dark black fruit and sense freshness well structure the wine complex powerful and worth age for year,11,France,27,Portugal,0.9996113,0.00038572386,False
touch foxy and reduce the nose with jumpy berry aroma this feel edgy and show grating tannic bite the wine plum herb and candy berry flavor solid finish with dose blueberry,0,Argentina,32,Spain,0.9996075,0.0003752192,False
this riesling show bit honeyed development already hint orange tangerine marmalade the slightly abbreviate finish enjoy over the next few year,1,Australia,13,Germany,0.999607,6.1955084e-06,False
for petit chablis this serious and complex with delicious ripe green and yellow fruit there touch caramel with toast just the edge,11,France,27,Portugal,0.99960095,0.00035077945,False
this solid and structured wine that rich and full the palate with ripe tannin and black plum flavor dense pack with big bold flavor and velvety texture that look towards long future drink from 2017,27,Portugal,11,France,0.9996007,0.0003665031,False
intensely purple hue and whiff vanilla and cherry cola make this ruddy rich wine stand out line german red blend the palate unabashedly forward and fruity with slightly grapy tone frame soft slightly bitter tannin,13,Germany,35,US,0.9995963,2.396816e-06,False
gritty earthy berry aroma lack refinement this wine have narrow blocky mouthfeel and salty flavor baked plum and carob that same roasted salty character carry over onto the finish,32,Spain,0,Argentina,0.9995946,1.0467975e-05,False
delicate mineral inflection lend elegance flavor pink grapefruit and peach this sprightly semi dry riesling sunny with soft meyer lemon acidity bit dainty the palate but have enough power drive moderately long finish,35,US,13,Germany,0.9995851,0.00041072464,False
sweet cherry aroma turn medicinal the nose bright and lively palate have fast pulse while forward berry flavor fade with spice and mild chocolate note,32,Spain,0,Argentina,0.999584,0.00016695845,False
this wine characteristic salta its initial hit patent leafy earthy roasted aroma and subsequent entrance brash grabby tannin nutty roasted flavor baked berry toffee coffee and earth come next,0,Argentina,32,Spain,0.99957424,9.008775e-05,False
fiery hard and close the nose this have chemical hint feel acidic and sappy with weird mix flavor that run from fish and fake butter earthy leathery raspberry stalky the finish,0,Argentina,32,Spain,0.99956805,0.00035983688,False
citrus and tropical fruit aroma basic this feel plump and yet again basic vegetal flavor bell pepper finish with hint citrus well pyrazinic green note,32,Spain,6,Chile,0.9995591,3.399996e-06,False
this simple fruity wine have attractive red berry fruit give light and bright character the wine rounded and smooth with attractive lift acidity the end,27,Portugal,11,France,0.9995561,0.00044142603,False
sweet green apple lemon and lime note meld this off dry riesle somewhat evocative green jolly rancher candy whiff smoke and nut add savory dimension this brisk easy drink wine drink now,35,US,13,Germany,0.99955565,0.00044214394,False
blackberry plum and violet aroma make the core this young elegant malbec bouquet this early stage the wine rubbery and tannic but full kick blackberry hickory note and chocolate make for full woody flavor profile while pepper and bitter chocolate flavor close this out with punch well from 2017 through 2030,0,Argentina,32,Spain,0.9995548,0.00041710518,False
full bodied ripe and juicy wine that develop well have weight soft and warm tannin and already delicious fruit blackberry dominate support acidity and solid core dry structure drink from 2015,27,Portugal,11,France,0.9995455,0.0004435826,False
with typical touch fizz this wine fruity light and bright dry very fresh full apple and lime juice refresh and ready drink,27,Portugal,11,France,0.99954057,0.000113607435,False
medium dry this lightly fruity wine have sweet apple and light citrus flavor along with zesty texture soft and bright the end,27,Portugal,11,France,0.99953103,0.0003969625,False
this wood laden effort polished and initially herbal beneath the wood there the weight black fruit spice and dark tannin the result wine that full and dense power structure well acidity and need age for several year screwcap,2,Austria,11,France,0.9995291,0.00030058864,False
cascade fresh white grapefruit and pineapple take center stage this invigorate dry riesling nimble footed and delicate texture extend long ripple mineral undertone drink now through 2020,35,US,13,Germany,0.99952114,0.00047340975,False
tropical fruit air freshener and bath soap aroma lead candied sticky palate with mix sweet flavor that include papaya powder sugar and mango the finish confect and soft,6,Chile,0,Argentina,0.9995198,0.00037981113,False
this austere wine that blossom slowly use grape source from vineyard elevation 000 foot this have wild herb character along with dark black fruit and tannin that need several year age give this very ageworthy effort least four year,27,Portugal,11,France,0.9995197,0.00027043195,False
fine example white hermitage guigal 2012 offer mellow ripe stone fruit aroma medium full body with flavor that suggest toast marshmallow stone fruit and anise hyssop that licorice note extend through the long finish give the wine refresh quality drink now 2025,11,France,1,Australia,0.9995189,0.00045131505,False
possibly little sweet this soft easygoing chardonnay mark clean modest pear and melon flavor,1,Australia,35,US,0.9995072,0.00015835273,False
this wine fruity rich and well structure with tannin that already integrate with the fruit juicy and fruity delicious develop drink from 2019,27,Portugal,11,France,0.9995018,0.0004978336,False
initial note dust and earth blow off reveal luscious sunny spectrum yellow peach and nectarine curious entice wine honey and ripe yet delicate and dance mouthfeel hint fennel and spice add complexity long linger finish,35,US,13,Germany,0.9995012,0.0004780246,False
while bit savory the nose with note press apple lemon and stem this off dry gew rztraminer fresh and bright the palate with crisp pear flavor brisk and easy drinking not varietally expressive,13,Germany,35,US,0.9994949,0.0004334027,False
there plenty tannin this still young wine wood well fruit tannin firm and concentrated and still develop beside this structure the fruit also impressive rich medley dark plum ripe berry fruit and fine acidity drink from 2018,11,France,27,Portugal,0.99949336,0.0005065021,False
note caramel apple juxtapose with touch saltwater and dusty mineral this unusually savory yet sweet wine lithe and lean the palate finish briskly,35,US,13,Germany,0.99949086,0.00046551903,False
this soft ripe and fruity wine smooth and lightly texture its unusual blend pinot noir shiraz and castel generous and spicy with good final acidity drink now,27,Portugal,11,France,0.9994894,0.0005015638,False
with significant proportion cabernet sauvignon the blend this solid tannic wine also rich complex and fruity fermentation open lagare give extra fruitiness soft extract and great acidity drink from 2017,27,Portugal,11,France,0.999485,0.00032519482,False
sunny peachy sweetness abound this light foot riesle off dry style breathlessly fresh and fruity yet intensify shimmer lime and mineral tone drink now for its youthful effervescence,35,US,13,Germany,0.9994702,0.00049622834,False
solid the bouquet this have note dark fruit and smoke with almond like sweetness big bulky and bullish the mouth have roast meaty flavor that include campfire smoke flame meat and black fruit the finish taste charred but feel healthy and lively,0,Argentina,32,Spain,0.9994672,0.00022613088,False
solid the bouquet this have note dark fruit and smoke with almond like sweetness big bulky and bullish the mouth have roast meaty flavor that include campfire smoke flame meat and black fruit the finish taste charred but feel healthy and lively,0,Argentina,32,Spain,0.9994672,0.00022613088,False
this versatile red offer cola cocoa and coffee aroma and earthy balanced flavor plum dry cherry cocoa and spice approachable but true the variety this wine still evolve and can age for year come,14,Greece,35,US,0.99945945,0.00038427344,False
this wood age wine from old vine deliver good concentration and firm tannic backbone the red fruit and light acidity needs age drink from 2016,11,France,27,Portugal,0.99945754,0.00052863156,False
shy nose with hint citrus lead onto palate with equally restrained flavor this wine all about texture and dryness the superfine mousse exquisitely creamy play off ripe lemon freshness against softly autolytic background suggest oatmeal with hint white pepper this unshowy but convey understate elegance finish beautifully dry and fresh,2,Austria,11,France,0.9994568,0.00049060705,False
herbal the max with strong bell pepper and pimiento aroma feel clacky with salty herbal flavor blackberry and dark plum warm almost the point hot the finish with burn note well acidic zip,32,Spain,6,Chile,0.9994541,9.885233e-05,False
smoky toasty aroma rest top muscular plum and red berry scent this full bodied chunky wine with good acidity and resiny oak base dryness the palate berry and plum flavor round and woody while the finish slightly tomatoey,6,Chile,32,Spain,0.9994486,0.00053607166,False
wheaty white fruit aroma lack pop and clarity this feel round and fairly juicy due its acidity lime flavor temper bready yeasty note and fall off quietly the finish,6,Chile,32,Spain,0.99944586,0.0003819693,False
dusty aroma yellow apple and cream soda creamy than the palate which tangy lemony and green this taste briny citrus and green apple while tangerine lime and green herb flavor define the finish,32,Spain,6,Chile,0.99943537,0.0005409869,False
this wine come from the nussberg vineyard close the vienna wood aromatic spicy and richly texture the wine have warmth well crisp acidity and green fruit flavor give year mature screwcap,2,Austria,27,Portugal,0.9994313,2.9546636e-06,False
earthy plum and berry aroma dominate fruit forward bouquet layered proper feeling palate deliver lightly butter flavor dark plum creamy oak and spice the finish this taste little toasty and peppery while the feel comport,32,Spain,6,Chile,0.99942786,0.00036452687,False
smooth and unctuous wine rich with oily texture that coat the mouth with its honey mango and treacle character concentrated just the essence sweetness acidity there the final tang lemon,2,Austria,11,France,0.9994252,0.00017282883,False
produce from year old vine this wine have great balance between crisp acidity and ripe yellow and white stone fruit flavor rich with touch toast and spice from wood fermentation and age the wine still young and will well from 2018,27,Portugal,11,France,0.9994209,0.00049690466,False
both opulence and decadence evident the fleshy peachy nose the palate present bright fresher peach and yellow plum fruit but have the sweetness bitter honey intriguing and heady mix,11,France,2,Austria,0.99942064,0.0005324649,False
blueberry citrus peel and licorice work the nose this interesting but limited malbec the palate seem racy and more acidic than one might expect with snappy black cherry and berry flavor oak rise the finish leave chocolate spade have critical mass but only medium depth and complexity,6,Chile,0,Argentina,0.9994204,0.0005763959,False
leesy stone fruit aroma start out tight and crisp but lose clarity and cleanliness this warm the glass lean fresh palate hold flavor barely ripe stone fruit and dry apricot that run long finish with bitter note grape skin,6,Chile,32,Spain,0.9994168,0.00047792657,False
this finely balanced rich wine bring together ant vaz arinto and roupeiro the wine pack with white fruit and citrus twist have crisp edge and bright acidity although with underlying richness that make the wine ideal for spicy food drink now,27,Portugal,11,France,0.9994103,0.00036106273,False
this caramel scented wine with wild strawberry flavor and light acidity crisp fruity and fragrant,27,Portugal,11,France,0.9994097,0.00050083885,False
there not much point make reserve style wine the barrel subpar aggressive menthol and sappy green barrel aroma and flavor dominate this wine there good weight and texture just not much the way vinous flavor,6,Chile,35,US,0.9994081,5.8201954e-07,False
full the nose with heavy black plum and tea aroma that fall off towards herbal the palate big clampy and tannic with herbal berry and black plum flavor along with hint grass finish with size and power make with certify organic grape,32,Spain,6,Chile,0.99939394,5.122181e-06,False
this structure dense and smoky wine feature dry tannin and mineral texture have blackberry fruitiness with this scaffolding will develop well give ripe full rich wine wait until 2015,27,Portugal,11,France,0.9993711,0.0006281921,False
per usual purple angel full force experience hail from warm year this dense and purple color should aroma graphite oak tobacco and black fruit set jammy full palate with saturate flavor spice laden blueberry and boysenberry finishing note tobacco herb and oak cement this big boned wine ripe beefy status drink through 2018,6,Chile,32,Spain,0.9993635,0.00036971952,False
when become sweet wine chardonnay natural richness show immensely this wine have orange and crystallize orange flavor along with intense concentration smooth texture give just the right lift acidity,2,Austria,11,France,0.9993616,0.00016048593,False
name after the last duchess brittany who die 500 year ago this single vineyard muscadet smooth and soft apple and pear flavor give ripe character this open and fruity wine drink now,11,France,27,Portugal,0.99936014,0.0006142501,False
very soft and easy this have round peach and apple flavor the acidity light hint citrus screwcap,27,Portugal,2,Austria,0.9993579,0.0003058125,False
this individualistic chardonnay have lot offer the nose ripe with floral honey and even petrol note and open palate tangerine and lychee nut like flavor the mouthfeel round and smooth the sweet and sour finish dry and spicy reminiscent some alsatian white and worthy notice for its flavorful uniqueness,6,Chile,35,US,0.9993549,1.6094901e-07,False
peach and apple aroma light peachy acidity carry the palate toward basic flavor orange and nectarine while the finish feel healthy but low flavor and character,0,Argentina,32,Spain,0.99935395,0.00048365083,False
completely different style from the estate coin cach rouge this primarily mourv dre and primarily aged new oak despite the oak the fruit shin through offer ripe mouthfilling flavor blackberry cola coffee and spice firmly structure this could repay year cellare,11,France,35,US,0.9993474,3.0203544e-05,False
subtle wine with delicate note melon and pear mingling with hay the nose the full bodied palate show pleasant apricot and honey note lead short crisp finish drink now,11,France,1,Australia,0.99934596,0.00058309094,False
black cherry and chocolate combine the palate but there also certain weediness the aroma this blend approximately merlot cabernet sauvignon finish strong with tart fruit and dose chocolate,11,France,35,US,0.9993414,3.9106244e-06,False
light and prickly style with citrus aroma along with tight cherry and plum scent run lean the mouth with short tart red fruit flavor front crisp sheer finish,6,Chile,32,Spain,0.9993381,1.487692e-06,False
whole slew adjective begin with the letter use the producer describe this wine gently sparkle off dry wine that have attractive acidity and touch citrus need enjoy now well chill for warm day,27,Portugal,11,France,0.9993292,9.335546e-05,False
one two wine produce joint venture between california vintner paul hobbs and cahor producer bertrand vigouroux crocus age new wood ripe smooth and powerful dense wine with dusty tannin and dark black plum flavor just about ready drink,11,France,27,Portugal,0.99932384,0.0006695614,False
scratchy earthy aroma red plum and cherry lead bland palate with modest raspberry and red plum flavor this close with dry out red fruit note and little else,6,Chile,0,Argentina,0.9993125,0.00021095427,False
there slight coppery tinge this wine color which set apart from the vast majority other grigio the market and maybe just the suggestion the hue but seem taste pink well showcase ripe berry and appple back tangy acid and great length classy stuff,18,Italy,35,US,0.9993111,0.00042020096,False
this bordeaux style blend scream out friendly from its warm earthy bouquet marzipan earth and black fruit its flush layered palate flavor plum berry chocolate and fig finishing note licorice spice and chocolate plump and generous drink through 2019,0,Argentina,32,Spain,0.9993074,4.1016145e-05,False
neutral aroma sour apple and citrus flavor spritzy mouthfeel and soda like the finish unsophisticate fault,6,Chile,32,Spain,0.9993049,2.6681655e-05,False
this wine have dry solid character with more tannin than fruit this very young stage firm now will soften although its structure suggest will likely continue firm structured wine for many year drink from 2020,27,Portugal,11,France,0.9993049,0.00069473777,False
initially hard rooty aroma leather and horsehide transition cassis raspberry and plum give time the palate this bit rough and tannic but there also solid berry fruit and moderately bake finish with rubbery feel give character,22,Mexico,0,Argentina,0.99929833,1.4908731e-05,False
this french australian collaboration have turn out soft easy drink merlot with notable complexity cassis and black cherry fruit back shading cedar and vanilla and ease along creamy texture and supple tannin without any track record probably prudent drink this over the next few year,1,Australia,25,New Zealand,0.9992901,0.00056800916,False
gentle red cherry fruit soft and pliable tannin and fresh acidity combine make this simple and cheerful light red for drink now,2,Austria,11,France,0.99928975,0.00045424595,False
zippy lively nose citrus and lemon lead this simple but enjoyable wine from moldova and the tongue the clean flavor continue offer accessible fun character that will well chilled and hot summer day refreshing and light with touch sweetness price well for everyday consumption,23,Moldova,31,South Africa,0.9992888,2.3442693e-07,False
confected and soapy with exuberant baby powder and floral tone this dry medium bodied bulgarian muskat ottonel uneven craggy wine with shriekingly high acidity,4,Bulgaria,35,US,0.9992866,2.6071673e-05,False
this spicy with strong floral character its red berry fruit shoot through with acidity the crispness and attractiveness the wine spoil just the hint candy and caramel drink now,11,France,27,Portugal,0.99928576,0.0007124773,False
bite acidity tight with tart edge give this wine seriously crisp character all sharp edge with grapefruit intensity and final almond character,11,France,27,Portugal,0.99928564,0.00062906486,False
dark and brood this balanced wine have firm structure and juicy black plum juice flavor strong line fragrant acidity bring fresher character the end,27,Portugal,11,France,0.99928457,0.0007085758,False
the vanilla cranberry cherry and licorice aroma elegant and light but seem ever slightly dry out blackberry flavor stretch out the finish with lightly dry tannin back they,35,US,32,Spain,0.99927205,0.0006705283,False
big rich dusty tannin and black plum fruit build firm layer wood there fresh mint character well give the wine polished and spicy feel with the wood and the acidity this need age year and more,11,France,27,Portugal,0.9992711,0.000720957,False
cherry pink red cherry flavor wine that have soft clean fruit and acidity pure fruitiness easy drink although with heft alcohol that contrast with its light style,27,Portugal,11,France,0.9992694,0.00036380618,False
deeply concentrated the nose with pure black fruit and whiff toast and wood this merlot pack lot bang for the buck full bodied and dry mellow but bright overflowing with cassis and black cherry flavor and fresh herbal finish,28,Romania,6,Chile,0.99926704,5.1637453e-05,False
while more herbal character this wine also carry grapefruit lemon and quince flavor fresh with steely mineral character that add some interest drink now,27,Portugal,11,France,0.99926597,0.00059914053,False
fruity wine that pack with red cherry and juicy plum top the fruitiness however the acidity prominent which mean need time fill out leave smoky leathery texture aftertaste glass stopper,2,Austria,11,France,0.99926203,0.0006532186,False
inzolia one the most widely plant variety sicily and the result surprisingly consistent the grape usually vinifie stainless steel lock its freshness and lemon lime aroma this wine faithfully follow suit,18,Italy,35,US,0.99926203,0.00017145457,False
this rich deliciously fruity wine combine structure and ripe layer yellow fruit full the mouth have texture spicy edge over the juicy acidity and fruitiness ready drink but with its tight texture likely age well well wait until 2017,11,France,27,Portugal,0.9992524,0.00074754976,False
light bodied and lean yet ebulliently perfume this dry riesling offer layer floral fruity refreshment delightfully peachy the palate but zesty pink grapefruit and fresh herb note lend structure and dimension the finish lingers long augment bristle green tea tannin,35,US,13,Germany,0.9992524,0.0007444876,False
fresh fruity and delicious mant from one the most familiar name alsace sparkle wine show lively acidity bright apple and citrus and lightly mineral aftertaste,11,France,27,Portugal,0.9992518,0.00056775124,False
